"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"T02E9.5.3",6.22689009223599e-18,-1.29435107924167,0.317,0.451,1.15757886814667e-13,"7","T02E9.5"
"ent-2.3",9.50598338847704e-18,-1.15480455012838,0.154,0.287,1.76716231191788e-13,"7","ent-2"
"ncbp-2.3",2.65337428891313e-17,-1.09868437699878,0.193,0.325,4.9326228030895e-13,"7","ncbp-2"
"his-1.3",4.08269313782841e-16,-1.39036605541798,0.142,0.26,7.58972654322301e-12,"7","his-1"
"fmi-1.5",1.00462869960021e-15,-1.8532301736524,0.139,0.251,1.86760475255678e-11,"7","fmi-1"
"sos-1",1.25270070955277e-15,1.10435281985346,0.31,0.209,2.32877061905859e-11,"7","sos-1"
"erd-2.2",1.78593810194954e-15,-1.0090758966945,0.142,0.264,3.32005893152419e-11,"7","erd-2.2"
"perm-3",3.12769414099015e-15,-1.08563361586929,0.166,0.287,5.81438340810068e-11,"7","perm-3"
"his-60.4",7.183192901078e-15,-1.19655022293836,0.298,0.415,1.3353555603104e-10,"7","his-60"
"dpy-11.4",9.56372498265683e-15,-1.12160801163329,0.146,0.266,1.7778964742759e-10,"7","dpy-11"
"T23B3.2.2",2.24476506995271e-14,-1.04963441446792,0.163,0.285,4.1730182650421e-10,"7","T23B3.2"
"cki-1.4",3.41395266865681e-14,-1.04014196237905,0.194,0.31,6.346538011033e-10,"7","cki-1"
"rig-4.2",1.147141300469e-12,-1.14173319041017,0.163,0.269,2.13253567757188e-08,"7","rig-4"
"asp-4.5",1.20183918273289e-12,-1.1834184954974,0.215,0.322,2.23421904070045e-08,"7","asp-4"
"Y69A2AR.28.4",1.43002428557844e-12,-1.00571753787795,0.183,0.288,2.65841514689032e-08,"7","Y69A2AR.28"
"guk-1.2",2.08364403131482e-12,-1.03536359624687,0.164,0.271,3.87349425421426e-08,"7","guk-1"
"cyn-8.3",2.12852643362517e-12,-1.03503643937141,0.151,0.254,3.95693064010919e-08,"7","cyn-8"
"Y46G5A.7.6",2.47445434527436e-12,-1.0572584463387,0.182,0.285,4.60001062786504e-08,"7","Y46G5A.7"
"clec-266.5",4.40386573801668e-12,-1.30832170408113,0.432,0.518,8.186786406973e-08,"7","clec-266"
"lam-3.7",6.07913353814003e-11,-1.2819613111756,0.191,0.289,1.13011092474023e-06,"7","lam-3"
"C14B9.2.6",1.06426883960442e-10,-1.25902391953273,0.16,0.26,1.97847577282461e-06,"7","C14B9.2"
"hil-3.4",1.30676857414523e-10,-1.28002488985358,0.281,0.379,2.42928277933599e-06,"7","hil-3"
"ttr-50.5",0.00300360028888355,-1.74808296716615,0.366,0.415,1,"7","ttr-50"
"sym-1",0,3.96542912247373,0.971,0.16,0,"8","sym-1"
"dsl-3",0,4.11204671101299,0.868,0.073,0,"8","dsl-3"
"wrt-10",0,3.83633649934916,0.89,0.115,0,"8","wrt-10"
"noah-1",0,2.79322783665186,0.933,0.187,0,"8","noah-1"
"fbn-1",0,4.12442853507189,0.83,0.086,0,"8","fbn-1"
"txdc-12.1",0,3.55971196932881,0.935,0.197,0,"8","txdc-12.1"
"aagr-4",0,3.21810362597467,0.804,0.103,0,"8","aagr-4"
"cpg-24",0,3.94298492596015,0.752,0.057,0,"8","cpg-24"
"noah-2",0,2.5197137464866,0.857,0.174,0,"8","noah-2"
